name,description,address,City,State,geo_longitude,geo_latitude,geo_accuracy,website,moreInfoUrl,href,region,phone
Bullfight,"Few local restaurants are as sexy as Shawn Cirkiel’s Bullfight. Maybe it’s the lighting, or the almost encyclopedic selection of sherries (nerds are sexy too), or the indoor-outdoor space. But we always have our rom-com moment when we bite into tapas like branzino crudo or veal sweetbreads a la plancha. We don’t even need a date.",4807 Airport,Austin,Texas,,,,http://www.bullfight-austin.com,http://www.austinchronicle.com/locations/bullfight-1669856/,http://www.austinchronicle.com/food/first-plates/2016/bullfight/,Midtown,512/474-2029
Barlata Tapas Bar,"Bringing authentic Spanish tapas by way of San Francisco, husband-and-wife team Daniel Olivella and Vanessa Jerez should be kissed for bringing this gem to South Lamar. What more could a person want than to be able to pick an assortment of small plates bursting with flavor, from squid ink paellas to traditional latas? Oh yes, to wash it all down with house-made sangria. Barlata’s got it all.",1500 S. Lamar,Austin,Texas,,,,http://www.barlataaustin.com,http://www.austinchronicle.com/locations/barlata-tapas-bar-1478684/,http://www.austinchronicle.com/food/first-plates/2016/barlata-tapas-bar/,SouthLamarandBartonSprings,512/473-2211
Barley Swine,"We were sad to see the intimate space on South Lamar close, but it didn’t take us long to warm up to the kitchen views, cozy tables, and full bar of the new location. The menu keeps on evolving too, as happens when you have one of the best kitchen teams in all of Austin.",6555 Burnet Rd. #400,Austin,Texas,,,,http://www.barleyswine.com,http://www.austinchronicle.com/locations/barley-swine-1142558/,http://www.austinchronicle.com/food/first-plates/2016/barley-swine/,Midtown,512/394-8150
Fukumoto,"Chef and owner Kazu Fukumoto embarked on an ambitious undertaking by incorporating an izakaya concept (which he defines as a “Japanese gastropub”) with yakitori (binchotan grilled skewers) and Edomae sushi that showcases top-notch fish. The chic saké-centric hangout is a go-to for unconventional eats like house-made tofu, firefly squid, and even grilled chicken butts.",514 Medina,Austin,Texas,,,,http://www.fukumotoaustin.com,http://www.austinchronicle.com/locations/fukumoto-1686735/,http://www.austinchronicle.com/food/first-plates/2016/fukumoto/,LowerEast,512/770-6880
La Cocina de Consuelo,"Starting with a church fundraiser that turned into a famed catering business, the owner/namesake of “Connie’s Kitchen” made her dream come true at 63 with the family-operated Mexican restaurant. Try the homemade tortillas in her famous enchiladas and, arguably, the best breakfast burrito in town.",4516 Burnet Rd.,Austin,Texas,,,,http://www.consueloskitchen.com,http://www.austinchronicle.com/locations/la-cocina-de-consuelo-466951/,http://www.austinchronicle.com/food/first-plates/2016/la-cocina-de-consuelo/,Midtown,512/524-4740
Nasha,"Specializing in Indian soul food, this psychedelic Eastside spot blends traditional dishes like tikka masala and saag paneer with Texas’ culinary traditions. The lunch thali platter is a great deal, and options run aplenty with curries, flavored naan, biryani, samosas, and even tacos. The spicy curried margarita is our favorite summer tipple.",1614 E. Seventh,Austin,Texas,,,,http://www.nashaindia.com,http://www.austinchronicle.com/locations/nasha-1632580/,http://www.austinchronicle.com/food/first-plates/2016/nasha/,LowerEast,512/350-2919
Juniper,"Executive chef and partner Nicholas Yanes’ handsome Northern Italian eatery may be new, but it has already made its mark in the Eastside’s budding fine-dining scene. The kitchen team prepares delicate pasta dishes and innovative small plates that nod to Texas, like risotto with local strawberry, avocado, and mint. Beverage director Nic Vascocu’s refined drink menus are perfectly suited for the serene hideaway setting.",2400 E. Cesar Chavez #304,Austin,Texas,,,,http://www.juniperaustin.com,http://www.austinchronicle.com/locations/juniper-1687885/,http://www.austinchronicle.com/food/first-plates/2016/juniper/,LowerEast,512/220-9421
Royal Jelly,"The still-new, but ever-changing menu at Royal Jelly has us rushing back to try everything before the season dictates its expiration. Merguez lamb sliders with fennel-carrot-mint slaw and goat cheese is our current obsession. The all-Texas beer list ranges from sours to stouts, and the full bar makes a mean Mol’e Fashioned. It’s our favorite neighborhood bar – even if we have to travel from several neighborhoods over to enjoy it.",704 W. St. Johns,Austin,Texas,,,,http://www.royaljellyatx.com,http://www.austinchronicle.com/locations/royal-jelly-1664678/,http://www.austinchronicle.com/food/first-plates/2016/royal-jelly/,Midtown,512/765-4816
VOX Table,"The seasonally changing yet always-gorgeous platings (read: highly ’grammable) have us coming back to VOX on the reg. Chef Joe Anguiano’s albacore tuna tartare scooped with a delicate potato lavash is divine, and smoked Tasmanian trout at brunch had us swimming. Beverage director JR Mocanu is also doing some very innovative things behind the bar, utilizing house-made ingredients like smoked pineapple ginger shrub and tangerine tincture.",1100 S. Lamar #2140,Austin,Texas,,,,http://www.voxtableaustin.com,http://www.austinchronicle.com/locations/vox-table-1635859/,http://www.austinchronicle.com/food/first-plates/2016/vox-table/,SouthLamarandBartonSprings,512/375-4869
Foreign & Domestic,"Housed in a converted gas station, Foreign & Domestic offers a refreshing mix of American classics and more exotic European fare. Although the restaurant’s odd cuts of meat is a conversation piece (tongues of assorted animals often guest-star on its ever-changing menu), it’s the chef’s attention to detail that keeps customers coming back for more.",306 E. 53rd,Austin,Texas,,,,http://www.fndaustin.com,http://www.austinchronicle.com/locations/foreign-and-domestic-1060330/,http://www.austinchronicle.com/food/first-plates/2016/foreign-and-domestic/,Midtown,512/459-1010
Arlo's,"Curbing carnivorous cravings has never been so easy. When even the most devout meat-eater yearns for the Bac’n Cheeze Burger from Arlo’s, you know the kitchen’s doing something right. This fleet now satisfies appetites all across town with its three trucks, but we personally pine for the Chik’n Tacos and tots washed down with a Gin Henry at Drinks Lounge.",2001 E. Cesar Chavez,Austin,Texas,,,,http://www.arlostruck.com,http://www.austinchronicle.com/locations/arlos-1842677/,http://www.austinchronicle.com/food/first-plates/2016/arlos/,LowerEast,512/840-1840
Uchiko,"Translated as “child of uchi,” Tyson Cole’s sequel to his now-multiplying Uchi restaurant has grown into an identity of its own. With a killer happy hour, exquisite Japanese farmhouse cuisine, and a kitchen that produces some of Austin’s most talented chefs, it’s no wonder Uchiko has been packed nonstop since its 2010 opening.",4200 N. Lamar #140,Austin,Texas,,,,http://www.uchiaustin.com/uchiko,http://www.austinchronicle.com/locations/uchiko-1142561/,http://www.austinchronicle.com/food/first-plates/2016/uchiko/,Midtown,512/916-4808
Juliet Ristorante,"We can’t wait for drier weather so we can fold Juliet’s gorgeous patio into our happy hour rotation. From the polpo and pesce crudo to the pizzas and handmade pastas to the ample parking lot, Juliet beckons us back for her well-executed Italian dishes and stunning decor. The olive oil tastings offer a true touch of Tuscany.",1500 Barton Springs Rd.,Austin,Texas,,,,http://www.juliet-austin.com,http://www.austinchronicle.com/locations/juliet-ristorante-1650255/,http://www.austinchronicle.com/food/first-plates/2016/juliet-ristorante/,SouthLamarandBartonSprings,512/479-1800
Bufalina,"A custom-built 900-degree pizza oven takes up a sizable portion of Bufalina’s dining room, but they pack the rest of the space elbow-to-elbow with Austinites hungry for the most delicate Neapolitan crust in the city. The scope ranges from subtle sure shots like their must-order margherita to more ambitious options like braised goat with Catalan chèvre. Need more space and shorter waits? Try Bufalina Due on Burnet Road.",1519 E. Cesar Chavez,Austin,Texas,,,,http://www.bufalinapizza.com,http://www.austinchronicle.com/locations/bufalina-1486233/,http://www.austinchronicle.com/food/first-plates/2016/bufalina/,LowerEast,512/524-2523
Komé,"As one of Austin’s first food trailer-gone-brick and mortar success stories, Komé has grown from its Sushi-A-Go-Go roots to serve as an anchor in Airport Boulevard’s booming restaurant scene. The izakaya-style restaurant run by Takehiro and Kayo Asazu is still a cozy neighborhood shop featuring homestyle Japanese cooking and some of the most affordable, quality sushi you can find in the city.",4917 Airport,Austin,Texas,,,,http://www.kome-austin.com,http://www.austinchronicle.com/locations/kome-1326020/,http://www.austinchronicle.com/food/first-plates/2016/kome/,Midtown,512/712-5700
Chi'Lantro BBQ,"Let’s be honest; you’re here for the kimchi fries. And they are amazing, especially topped with the spicy pork. With a fifth location on the way, Chi’Lantro is becoming something of a local empire; you might as well get in on the action before they go national.",1509 S. Lamar,Austin,Texas,,,,http://www.chilantrobbq.com,http://www.austinchronicle.com/locations/chi-lantro-1180351/,http://www.austinchronicle.com/food/first-plates/2016/chi-lantro/,SouthLamarandBartonSprings,512/428-5269
Buenos Aires Café Este,"Chef Reina Morris brought her native Argentinian cuisine to Austin over a decade ago, and her restaurants have been a mainstay ever since. Now daughter Paola MG Smith is a co-owner, bringing contemporary touches like a new amaro-focused speakeasy in the basement. The family collaboration has brought renewed energy to the building, proving the classics can still electrify.",1201 E. Sixth,Austin,Texas,,,,http://www.buenosairescafe.com,http://www.austinchronicle.com/locations/buenos-aires-cafe-1461729/,http://www.austinchronicle.com/food/first-plates/2016/buenos-aires-cafe/,LowerEast,512/382-1189
Uchi,"Rumor has it that Matthew McConaughey frequents this classy sushi joint and orders nothing but sea bream sashimi. We would be fine with just that as well – no soy sauce or wasabi needed on the immaculate cuts of fresh fish – but other menu items (Wagyu hot rock, tiger shrimp tempura, or the hakujin roll, to name a few) make it nearly impossible to not go all-out.",801 S. Lamar,Austin,Texas,,,,http://www.uchiaustin.com,http://www.austinchronicle.com/locations/uchi-163503/,http://www.austinchronicle.com/food/first-plates/2016/uchi/,SouthLamarandBartonSprings,512/916-4808
Noble Sandwich Co.,"Ludwig Mies van der Rohe was fond of saying “less is more,” but that’s probably because he never had a Noble sandwich. Take the seared beef tongue piled with smoked green onions, red pepper relish, and tangy aïoli. Who needs minimalism when maximalism is so delicious?",4805 Burnet Rd.,Austin,Texas,,,,http://www.noblesandwiches.com,http://www.austinchronicle.com/locations/noble-sandwich-co-1527726/,http://www.austinchronicle.com/food/first-plates/2016/noble-sandwich-co/,Midtown,512/666-5124
Jacoby's Restaurant & Mercantile,"Want to impress your parents the first time they visit you in Austin? Take them to Jacoby’s. Chef Albert Gonzalez’s elevated, but not precious cuisine will impress your mom, and the breathtaking views and decor of the patio will wow your other mom. It’s guaranteed to put them in a good mood before you ask for just a little more money.",3235 E. Cesar Chavez,Austin,Texas,,,,http://www.jacobysaustin.com,http://www.austinchronicle.com/locations/jacobys-restaurant-and-mercantile-1563796/,http://www.austinchronicle.com/food/first-plates/2016/jacobys-restaurant-and-mercantile/,LowerEast,512/366-5808
Cantine,"If restaurants were greatest hits albums, Cantine would be burning up the charts. Hospitality veterans Lisa and Emmett Fox borrowed elements from their Hyde Park classic, Asti, and sorely missed Hollywood Regency stunner Fino for their new venture in the Lamar Union development. The result is an innovative Mediterranean restaurant with a bright dining room and a serious beverage program that couldn’t be more contemporary.",1100 S. Lamar #2115,Austin,Texas,,,,http://www.cantineaustin.com,http://www.austinchronicle.com/locations/cantine-1639802/,http://www.austinchronicle.com/food/first-plates/2016/cantine/,SouthLamarandBartonSprings,
Odd Duck,"Any person walking into Odd Duck for the first time will see the open kitchen and wood-fired oven and know they’re about to get both dinner and a show. Starting as a trailer by Barley Swine owner Bryce Gilmore, Odd Duck focuses on letting local ingredients speak for themselves through small plates, like the duck fat fried rice and sweet potato with green chile. Some dishes are so good, you’ll find yourself ordering another round of them before the night is over.",1201 S. Lamar,Austin,Texas,,,,http://www.oddduckaustin.com,http://www.austinchronicle.com/locations/odd-duck-1509138/,http://www.austinchronicle.com/food/first-plates/2016/odd-duck/,SouthLamarandBartonSprings,512/433-6521
Justine's Brasserie,"This “Best of Austin” and “First Plates” veteran continues to be our own private party. No matter how many times we traipse to Justine’s, every visit is a brand-new experience – thanks to nightly blackboard specials like flounder with spring onions, or bison- and bacon-stuffed cabbage. Mainstays like the steak frites and superlative pork chops will never cease to please. It’s like a long-lasting relationship: familiar and intimate, but simultaneously exciting. We’re still in love.",4710 E. Fifth,Austin,Texas,,,,http://www.justines1937.com,http://www.austinchronicle.com/locations/justines-brasserie-839941/,http://www.austinchronicle.com/food/first-plates/2016/justines-brasserie/,LowerEast,512/385-2900
Sazón,"This South Austin favorite visits different culinary regions of Mexico, with nuanced twists and an emphasis on a worldwide food staple – corn – with delectable crema de elote and handmade corn tortillas. Enchiladas de mole, or de pipián, are solid choices, and the garlic rice is a nice detour from oft-featured Spanish rice.",1816 S. Lamar,Austin,Texas,,,,http://www.sazonaustin.com,http://www.austinchronicle.com/locations/sazn-404549/,http://www.austinchronicle.com/food/first-plates/2016/sazn/,SouthLamarandBartonSprings,512/326-4395
The Hightower,"The outside might look a little like an Eastside dive bar, but the Hightower isn’t about pouring Jameson shots to denim vest-wearing beardos. Yes, there is a full bar, but the focus is chef Chad Dolezal’s quietly adventurous menu that blends the Lone Star State’s culinary traditions with a global palate. We’ll drink to that.",1209 E. Seventh,Austin,Texas,,,,http://www.thehightoweraustin.com,http://www.austinchronicle.com/locations/the-hightower-1512262/,http://www.austinchronicle.com/food/first-plates/2016/the-hightower/,LowerEast,512/524-1448
Épicerie,"Perfect for a casual Sunday brunch, this neighborhood French-American restaurant makes you feel just a little bit fancy and right at home all at once. The airy cafe and grocery shop offers simple but well-executed dishes like cured salmon toast, gnocchi, and a burger with a side of frites. If you’re only feeling peckish, get a custom cheese plate and a bottle of rosé, and call it un jour.",2307 Hancock,Austin,Texas,,,,http://www.epicerieaustin.com,http://www.austinchronicle.com/locations/epicerie-cafe-and-grocery-1434358/,http://www.austinchronicle.com/food/first-plates/2016/epicerie-cafe-and-grocery/,Midtown,512/371-6840
Daito,"This humble mom and pop's shop highlights exquisite handmade udon that's difficult to find outside Japan. Their meticulously prepared dashi broth brings deep umami to comfort staples like chawanmushi. The manager Yoshi, currently pursuing saké sommelier licensure in Japan, enjoys introducing diners to lesser-known premium varieties.",2716 1/2 Guadalupe St.,Austin,Texas,,,,http://www.restaurantdaito.com/,http://www.austinchronicle.com/locations/daito-1672902/,http://www.austinchronicle.com/food/first-plates/2016/daito/,Campus,512/474-7770
Stiles Switch BBQ & Brew,"You know that feeling you have every time Garth Brooks’ “Friends in Low Places” comes on? Stiles Switch is a little like that – comfortingly familiar, a little raucous, and a whole lot of fun. With superb barbecue from owner Shane Stiles and lead pitmaster Lance Kirkpatrick and a killer draft selection, Stiles is always the answer when we want to slip on down 2010 opening.",6610 N. Lamar,Austin,Texas,,,,http://www.stilesswitchbbq.com,http://www.austinchronicle.com/locations/stiles-switch-bbq-and-brew-1311607/,http://www.austinchronicle.com/food/first-plates/2016/stiles-switch-bbq-and-brew/,Midtown,512/380-9199
Sala & Betty,"The vision behind this neighborhood spot was to provide wholesome food quickly, and it does just that. Run by former Aquarelle owner, Teresa Wilson, Sala & Betty can still teach Austin’s food scene a thing or two on inventive ways to use vegetables, like its cauliflower tortillas and mushroom “meatloaf,” to name a few. What’s more, you can get your meal to-go via the drive-through.",5201 Airport,Austin,Texas,,,,http://www.salaandbettyatx.com,http://www.austinchronicle.com/locations/sala-and-betty-1611116/,http://www.austinchronicle.com/food/first-plates/2016/sala-and-betty/,Midtown,512/645-0214
Launderette,"Chronicle readers endowed Launderette with Best New Restaurant honors last year in the annual “Best of Austin” poll, and we are perpetually wowed. Sweet lump crab toast, whole branzino, and burrata with black mission figs all induce audible sighs of bliss, but we’re most impressed by chef Rene Ortiz’s treatment of vegetables – his transformation of humble cauliflower using pickled pear, fresno chiles, and mustard vinaigrette is otherworldly. Laura Sawicki’s desserts are equally a special treat.",2115 Holly,Austin,Texas,,,,http://www.launderetteaustin.com,http://www.austinchronicle.com/locations/launderette-1611113/,http://www.austinchronicle.com/food/first-plates/2016/launderette/,LowerEast,512/382-1599
Paperboy,"The humble, gravel-lot breakfast trailer sells out before many Austin slackers have left the house, but their brioche B.E.C. and steak & egg sandwiches are worth setting an alarm for. If the sandwiches are 86’d, the requisite 2016-style toasts (savory with goat chorizo or sweet with ricotta and tangerine marmalade) are equally eye-opening.",1203 E. 11th,Austin,Texas,,,,http://www.paperboyaustin.com,http://www.austinchronicle.com/locations/paperboy-1836259/,http://www.austinchronicle.com/food/first-plates/2016/paperboy/,LowerEast,
Taco Joint,"There are few breakfast taco secrets left in Austin, but this campus-area hangover cure has been left largely untouched except for a steady stream of UT students and staff. It's rare you'll find eggs on a house-made tortilla in this town, even rarer to find one topped with such a gluttonous mound of cheese.",2807 San Jacinto,Austin,Texas,,,,http://www.austintacojoint.com,http://www.austinchronicle.com/locations/taco-joint-1842680/,http://www.austinchronicle.com/food/first-plates/2016/taco-joint/,Campus,512/473-8223
FoodHeads,"This beloved little midtown cafe offers fresh takes on soups, salads, and sandwiches served at breakfast and lunch. Dine al fresco on the charmingly dishabille shaded front yard with their Tuna Niçoise Sandwich, soup du jour, and a side salad with blackberry balsamic vinaigrette.",616 W. 34th,Austin,Texas,,,,http://www.foodheads.com,http://www.austinchronicle.com/locations/foodheads-159964/,http://www.austinchronicle.com/food/first-plates/2016/foodheads/,Campus,512/420-8400
Don Japanese Food Truck,"Every day, hordes of UT students line up for Don Japanese's pork belly or Veggie King bowls. Why? Because you are not likely to find a more harmonious marriage of price, quality, and taste (so what, it's a triad) in all of Austin. A brief hiatus has us patiently waiting for May 12.",28th & Guadalupe,Austin,Texas,,,,http://www.fb.com/don-japanese-food-truck-692738280861004,http://www.austinchronicle.com/locations/don-japanese-food-truck-1826678/,http://www.austinchronicle.com/food/first-plates/2016/don-japanese-food-truck/,Campus,512/725-3686
Toaster,"The description of the baked mac on the menu says it all: “It’s fucking delightful.” From the avocado crema-topped Scotch eggs at brunch to classic cheese-and-potato pierogies at dinner, Toaster is all about hitting your pleasure centers – proving that in these tweezered and bespoke culinary times, food is still about how it makes you feel.",1910 E. Cesar Chavez,Austin,Texas,,,,http://www.toasterfoodtruck.wix.com/toastertrailer,http://www.austinchronicle.com/locations/toaster-1842681/,http://www.austinchronicle.com/food/first-plates/2016/toaster/,LowerEast,
Via 313,"Forever famous for their Detroit-style square pan pies with a caramelized cheese crust, the newest locations (both full-service restaurants with a full menu) offer apps like stuffed artichokes, beet salads with candied prosciutto, and thin-crust ""bar style"" pizzas that are – gasp! – round. As devoted to the four corners as we are, we can't deny we want to try all Via has to offer.",3016 Guadalupe #100,Austin,Texas,,,,http://www.via313.com,http://www.austinchronicle.com/locations/via-313-1844594/,http://www.austinchronicle.com/food/first-plates/2016/via-313/,Campus,512/358-6193
la Barbecue,"Much has been written about pitmaster John Lewis’ way with brisket and ribs, and we won’t deny the power in the smoke. But we will take a moment to herald genius sandwiches like La Frito Loco. It may start with pulled pork, but it adds chopped beef, corn chips, black bean salad, chipotle slaw, cheese, and jalapeños. If there’s anything more Texan, we haven’t seen it.",1906 E. Cesar Chavez,Austin,Texas,,,,http://www.labarbecue.com,http://www.austinchronicle.com/locations/la-barbecue-1447989/,http://www.austinchronicle.com/food/first-plates/2016/la-barbecue/,LowerEast,512/605-9696
Goodall's Kitchen,"Nestled in the lobby of the historic Hotel Ella, Goodall's Kitchen is a welcome refuge from the ubiquitous spread of pizza joints and taco shops of West Campus. They have rotating seasonal offerings like pork belly tater tots, and their cocktail list is expansive and well thought out. Need we say more?",1900 Rio Grande St.,Austin,Texas,,,,http://www.goodallskitchen.com,http://www.austinchronicle.com/locations/goodalls-kitchen-and-bar-1495034/,http://www.austinchronicle.com/food/first-plates/2016/goodalls-kitchen-and-bar/,Campus,512/628-4200
Asiana Indian Cuisine,"In present-day Austin, we often forget that good isn’t a synonym for unaffordable. Asiana’s lunch buffet doesn’t require a late credit card payment, but it’s stocked with saag paneer, and lamb vindaloo, and rotating specials – in short, a showpiece for everything the bare-bones restaurant has to offer. If you don’t leave stuffed, you don’t love food.",801 E. William Cannon #205,Austin,Texas,,,,http://www.asianaindiancuisine.com,http://www.austinchronicle.com/locations/asiana-indian-cuisine-1321345/,http://www.austinchronicle.com/food/first-plates/2016/asiana-indian-cuisine/,South,512/445-3435
Full English,"The ramshackle dining room could have been decorated by one of Hyacinth Bucket’s sisters, and that’s only one of the many charms. Gorgeous pasties, fish and chips, and traditional breakfasts rule here, all handmade using local ingredients.",2000 Southern Oaks,Austin,Texas,,,,http://www.fullenglishfood.com,http://www.austinchronicle.com/locations/full-english-1259762/,http://www.austinchronicle.com/food/first-plates/2016/full-english/,South,512/240-2748
Salt & Time Butcher Shop & Salumeria,"Artisanal butchering may have been supplanted by other food trends nationally, but the movement hasn’t slowed down in Texas. Salt & Time still excel at the nose-to-tail tradition, evidenced by their in-house charcuterie and rotating offal specials. Their wide selection of meats ranges from popular cuts to the lesser-known ones, and lunch, brunch, and dinner in the minimalist dining room are simple and fresh.",1912 E. Seventh,Austin,Texas,,,,http://www.saltandtime.com,http://www.austinchronicle.com/locations/salt-and-time-butcher-shop-and-salumeria-1074790/,http://www.austinchronicle.com/food/first-plates/2016/salt-and-time-butcher-shop-and-salumeria/,LowerEast,512/524-1383
Counter 3. Five. VII,"Intimate and personal, Counter 3. Five. VII is the perfect spot for a date where you want to show off your restrained good taste, or a solo outing when you're in the mood to let someone else make the hard decisions. Just choose the three-, five-, or seven-course tasting menu, then sit back and enjoy.",315 Congress #100,Austin,Texas,,,,http://www.counter3fivevii.com,http://www.austinchronicle.com/locations/counter-3-five-vii-1633287/,http://www.austinchronicle.com/food/first-plates/2016/counter-3-five-vii/,Downtown,512/291-3327
Fork & Vine,"When we think of neighborhood restaurants, we usually think of dives. Chef Camden Stuerzenberger proves they can be sophisticated with hearty dishes that blend country club classicism (fried oysters, shrimp cocktail) with a global palate (shrimp & grits with a vanilla beurre blanc). The wine list is one of the best in the city.",3010 W. Anderson,Austin,Texas,,,,http://www.forkvine.com,http://www.austinchronicle.com/locations/fork-and-vine-1617072/,http://www.austinchronicle.com/food/first-plates/2016/fork-and-vine/,NorthandNorthwest,512/489-7000
Texas French Bread,"One of the most pleasant things about Texas French Bread has nothing to do with the food. Owner Murph Willcott's emails are part holiday newsletter, part memoir, and part photo essay, sharing anecdotes about restaurant life next to weekly specials. That personal touch shows in everything TFB does, from the Texas bistro cuisine to the charming garden patio.",2900 Rio Grande,Austin,Texas,,,,http://www.texasfrenchbread.com,http://www.austinchronicle.com/locations/texas-french-bread-46107/,http://www.austinchronicle.com/food/first-plates/2016/texas-french-bread/,Campus,512/499-0544
Din Ho Chinese BBQ,"You know your restaurant offers something special when Austinites are willing to brave the journey from south to north just for a taste of the roast duck. Din Ho doesn’t have a hip interior or a trendy craft cocktail program, but none of that matters when your eyes are rolling back in your head.",8557 Research #116,Austin,Texas,,,,http://www.dinhochinesebbq.com,http://www.austinchronicle.com/locations/din-ho-chinese-bbq-46569/,http://www.austinchronicle.com/food/first-plates/2016/din-ho-chinese-bbq/,NorthandNorthwest,512/832-8788
Olamaie,"We are not saying that the phrase ""Jesus is a biscuit"" has anything to do with Olamaie, but if any one biscuit is worthy of such religious thoughts, it's the one made by chefs Michael Fojtasek and Grae Nonas. The rest of the contemporary Southern – from pickles to chicken dumplings – have us testifying, too.",1610 San Antonio St.,Austin,Texas,,,,http://www.olamaieaustin.com,http://www.austinchronicle.com/locations/olamaie-1591562/,http://www.austinchronicle.com/food/first-plates/2016/olamaie/,Campus,512/474-2796
Kin & Comfort,"The digs aren’t fancy (it’s a grocery store food court after all), but chef Ek Timrerk’s confident blend of Thai and Southern cuisines defies location. Dishes like the panang mac & cheese and the Thai meat loaf could work in the finest of dining rooms. Get them now while they are still a bargain.",1700 W. Parmer #100,Austin,Texas,,,,http://https://www.fb.com/kinandcomfort,http://www.austinchronicle.com/locations/kin-and-comfort-1547672/,http://www.austinchronicle.com/food/first-plates/2016/kin-and-comfort/,NorthandNorthwest,512/832-7870
The Austin Beer Garden Brewing Co.,"With one of the biggest and best patios in town, bold and beautiful pizza pies, and an on-site brewery, it’s no wonder this warehouse spot has become a favorite hang spot. Sourcing from Johnson’s Backyard Garden and other local farms, the possibilities are endless.",1305 W. Oltorf,Austin,Texas,,,,http://www.theabgb.com,http://www.austinchronicle.com/locations/the-austin-beer-garden-brewing-co-1499921/,http://www.austinchronicle.com/food/first-plates/2016/the-austin-beer-garden-brewing-co/,SouthCongressandSouthFirst,512/298-2242
Veracruz All Natural,"In the preliminary round of the Chronicle’s breakfast taco competition, Veracruz beat out Torchy’s 60% to 40% – no easy feat. In addition to excellent Mexican hand pies, Veracruz slings incredible tortas, and the original location on Cesar Chavez still whips up fresh fruit smoothies and aguas frescas.",4208 Manchaca,Austin,Texas,,,,http://www.veracruztacos.com,http://www.austinchronicle.com/locations/veracruz-all-natural-1604744/,http://www.austinchronicle.com/food/first-plates/2016/veracruz-all-natural/,South,512/629-8238
Independence Fine Foods,"The beef cheeks are braised for hours, the pork belly is cured in-house, and the brioche are baked on-site. Independence didn’t have to do any of that – after all, we are talking about sandwiches – but the effort pays off in some of the best food in all of South Austin.",1807 W. Slaughter #100,Austin,Texas,,,,http://www.independencefinefood.com,http://www.austinchronicle.com/locations/independence-fine-foods-1584589/,http://www.austinchronicle.com/food/first-plates/2016/independence-fine-foods/,South,512/363-5672
Garbo's Fresh Maine Lobster,"With New England seafood flown in daily, and options for Maine- or Connecticut-style lobster rolls, the brick-and-mortar version of the popular food truck fleet is the flagship of a mini Third Coast empire. Try the delectable smoked fish dip served in mason jars with house pickles and the fish & chips made to perfection.",14735 Bratton,Austin,Texas,,,,http://www.garboslobsteratx.com,http://www.austinchronicle.com/locations/garbos-fresh-maine-lobster-1559197/,http://www.austinchronicle.com/food/first-plates/2016/garbos-fresh-maine-lobster/,NorthandNorthwest,512/350-9814
